id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2生产，4建筑，6机械，7出现在食谱内，8出现在烹饪台内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,解锁等级(默认是1）,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795烹饪台，150029融合台，201011烘焙箱）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）,标签
23292,中份烤制菜肉,550036,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,
23293,中份烤制菜肉,550036,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23294,中份烤制菜肉,550036,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23295,中份烤制菜肉,550036,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12513,1,,,,,,,,,,,,,,,,,,,,,,,,
23296,中份烤制菜肉,550036,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23297,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12513,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,
23298,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12513,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23299,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12513,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23300,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23301,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12513,1,,12513,1,,,,,,,,,,,,,,,,,,,,,
23302,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12513,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23303,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23304,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12621,1,,12513,1,,,,,,,,,,,,,,,,,,,,,
23305,大份烤制菜肉,550037,1052,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12621,1,,12621,1,,12621,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23306,小份烤海鲜,550038,1053,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23307,中份烤海鲜,550039,1053,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,,,,
23308,大份烤海鲜,550040,1053,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12496,1,,12496,1,,12496,1,,12496,1,,,,,,,,,,,,,,,,,,,,,
23309,小份烤水果,550041,1054,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23310,中份烤水果,550042,1054,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12506,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,,,,,
23311,大份烤水果,550043,1054,[1],"[7,8]",,,,,,,1,0,,3,3,1,201011,100,12506,1,,12506,1,,12506,1,,12506,1,,,,,,,,,,,,,,,,,,,,,
23312,玉米,200141,1361,[5],[2],[21573],,,,,,7,0,,3,3,0,797,0,200220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,
23313,南瓜块,200225,1173,[1],[4],[21544],,,,,,1,0,,3,3,0,797,0,11323,3,,200125,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23314,西瓜块,200226,1173,[1],[4],[21544],,,,,,1,0,,3,3,0,797,0,11323,3,,200115,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23315,番茄块,200227,1173,[1],[4],[21544],,,,,,1,0,,3,3,0,797,0,11323,3,,200119,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23316,胡萝卜块,200228,1173,[1],[4],[21544],,,,,,1,0,,3,3,0,797,0,11323,3,,200122,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23317,草莓块,200229,1173,[1],[4],[21544],,,,,,1,0,,3,3,0,797,0,11323,3,,200129,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23318,浆果,200112,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23319,西瓜,200115,1051,[2],[2],[21573],[4],,,,,4,0,,3,3,0,797,0,200116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23320,番茄,200119,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23321,胡萝卜,200122,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23322,南瓜,200125,1051,[2],[2],[21573],[4],,,,,4,0,,3,3,0,797,0,200126,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23323,草莓,200129,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23324,莲藕,200132,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23325,沙棘,200135,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23326,葡萄,200138,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23327,玉米,200141,1051,[1],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200142,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23328,青瓜,200144,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23329,番薯,200147,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23330,水稻穗,200150,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23331,独葵,200153,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200154,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23332,萝卜王,200156,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23333,日光番茄,200167,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23334,杂交水稻穗,200170,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23335,彩虹草莓,200173,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200174,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23336,水晶西瓜,200176,1051,[2],[2],[21573],[4],,,,,4,0,,3,3,0,797,0,200177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23337,阳光青提,200180,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200181,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23338,精致玉米,200183,1051,[2],[2],[21573],[4],,,,,2,0,,3,3,0,797,0,200184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23339,冰果,200186,1051,[2],[2],[21573],[4],,,,,4,0,,3,3,0,797,0,200187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23340,烈焰瓜,200190,1051,[2],[2],[21573],[4],,,,,4,0,,3,3,0,797,0,200191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23341,空心竹竿,11312,1500,[25],[2],[21577],,,,,,1,0,,3,3,0,797,0,251,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23342,小彩蛋,12240,1444,,[1],[21551],[3],,,,,10,1,,3,3,0,797,0,12743,10,,11514,1,,11504,1,,11503,1,,,,,,,,,,,,,,,,,,,0.1,,
23343,陈旧的扫把,201018,2560,[2],[4],[21582],,,,,,1,0,,3,3,0,797,0,11323,3,,11226,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23344,四格土砖,160011,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23345,完整土砖,160012,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23346,完整土砖斜板,163014,2000,[7],[4],[21588],,,,,,1,0,,3,3,0,797,0,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23347,完整土砖薄斜板,165013,2010,[10],[4],[21589],,,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23348,完整土砖竖薄斜板,167013,2020,[30],[4],[21590],,,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23349,完整土砖弧板,171036,2100,[1],[4],[21593],,,,,,1,0,,3,3,0,797,0,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23350,完整土砖薄弧板,172036,2140,[14],[4],[21594],,,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23351,完整土砖竖薄弧板,174036,2170,[15],[4],[21595],,,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23352,完整土砖棱锥,176036,2200,[16],[4],[21596],,,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23353,完整土砖三棱柱,170036,2084,[12],[4],[21592],,,,,,1,0,,3,3,0,797,0,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23354,不规则土砖,160013,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23355,棱纹土砖,160014,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23356,花横纹土砖,160015,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23357,花横纹土砖楼梯,169012,1180,[8],[4],[21586],[5],,,,,1,0,,3,3,0,797,0,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23358,花横纹土砖薄板,161012,1150,[20],[4],[128],[5],,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23359,竖纹土砖,160016,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,101,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23360,竖纹土砖竖薄板,162013,1890,[9],[4],[21587],,,,,,1,0,,3,3,0,797,0,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23361,四格黄砖,160017,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23362,完整黄砖,160018,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23363,完整黄砖斜板,163015,2001,[7],[4],[21588],,,,,,2,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23364,完整黄砖薄斜板,165014,2011,[10],[4],[21589],,,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23365,完整黄砖竖薄斜板,167014,2021,[30],[4],[21590],,,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23366,完整黄砖弧板,171037,2101,[1],[4],[21593],,,,,,2,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23367,完整黄砖薄弧板,172037,2141,[14],[4],[21594],,,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23368,完整黄砖竖薄弧板,174037,2171,[15],[4],[21595],,,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23369,完整黄砖棱锥,176037,2201,[16],[4],[21596],,,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23370,完整黄砖三棱柱,170037,2085,[12],[4],[21592],,,,,,2,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23371,多格黄砖,160019,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23372,花横纹黄砖,160020,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23373,花横纹黄砖楼梯,169013,1181,[8],[4],[21586],[5],,,,,2,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23374,花横纹黄砖薄板,161013,1151,[20],[4],[128],[5],,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23375,竖纹黄砖,160021,2560,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23376,竖纹黄砖竖薄板,162014,1891,[9],[4],[21587],,,,,,4,0,,3,3,0,797,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23377,粗制砂土砖,160022,2560,[5],[4],[21544],[5],,,,,2,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23378,四格砂土砖,160023,2560,[5],[4],[21544],[5],,,,,2,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23379,完整砂土砖,160024,2560,[5],[4],[21544],[5],,,,,2,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23380,完整砂土砖斜板,163016,2002,[7],[4],[21588],,,,,,4,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23381,完整砂土砖薄斜板,165015,2012,[10],[4],[21589],,,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23382,完整砂土砖竖薄斜板,167015,2022,[30],[4],[21590],,,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23383,完整砂土砖弧板,171038,2102,[1],[4],[21593],,,,,,4,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23384,完整砂土砖薄弧板,172038,2142,[14],[4],[21594],,,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23385,完整砂土砖竖薄弧板,174038,2172,[15],[4],[21595],,,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23386,完整砂土砖棱锥,176038,2202,[16],[4],[21596],,,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23387,完整砂土砖三棱柱,170038,2086,[12],[4],[21592],,,,,,4,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23388,多格砂土砖,160025,2560,[5],[4],[21544],[5],,,,,2,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23389,多格砂土砖楼梯,169014,1182,[8],[4],[21586],[5],,,,,4,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23390,多格砂土砖竖薄板,162015,1892,[9],[4],[21587],,,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23391,多格砂土砖薄板,161014,1152,[20],[4],[128],[5],,,,,8,0,,3,3,0,797,0,29,1,,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23392,信纸,11806,1451,[5],[2],[21570],[3],,LetterPaper,,LetterPaper,1,1,,3,3,0,797,0,11781,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23393,铁质法杖,11771,,,[1],[21518],,,IronWand,,IronWand,1,0,,3,3,0,797,0,11209,2,,11323,2,,11911,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23394,钛金法杖,11772,,,[1],[21518],,,TitaniumWand,,TitaniumWand,1,0,,3,3,0,797,0,11330,2,,11323,2,,11911,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23395,钨金法杖,11773,,,[1],[21518],,,TungstenWand,,TungstenWand,1,0,,3,3,0,797,0,11203,2,,11323,2,,11911,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23396,星尘之源,11780,1,[4],[0],[21585],,,,,,1,0,,3,3,0,797,0,11516,1,,11522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23400,精制四格石砖,160035,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23401,精制完整石砖,160036,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23402,精制完整石斜板,163024,2003,[7],[4],[21588],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23403,精制完整石薄斜板,165023,2013,[10],[4],[21589],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23404,精制完整石竖薄斜板,167023,2023,[30],[4],[21590],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23405,精制完整石弧板,171046,2103,[1],[4],[21593],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23406,精制完整石薄弧板,172046,2143,[14],[4],[21594],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23407,精制完整石竖薄弧板,174046,2173,[15],[4],[21595],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23408,精制完整石棱锥,176046,2203,[16],[4],[21596],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23409,精制完整石三棱柱,170046,2087,[12],[4],[21592],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23410,精制多格石砖,160037,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23411,精制扇纹多格石砖,160038,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23412,精制完整镶边石砖,160039,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23413,精制完整镶边石斜板,163025,2003,[7],[4],[21588],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23414,精制完整镶边石薄斜板,165024,2013,[10],[4],[21589],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23415,精制完整镶边石竖薄斜板,167024,2023,[30],[4],[21590],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23416,精制完整镶边石弧板,171047,2103,[1],[4],[21593],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23417,精制完整镶边石薄弧板,172047,2143,[14],[4],[21594],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23418,精制完整镶边石竖薄弧板,174047,2173,[15],[4],[21595],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23419,精制完整镶边石棱锥,176047,2203,[16],[4],[21596],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23420,精制完整镶边石三棱柱,170047,2087,[12],[4],[21592],,,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23421,精制花横纹石砖,160040,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23422,精制花横纹石楼梯,169022,1183,[8],[4],[21586],[5],,,,,2,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23423,精制花横纹石薄板,161022,1153,[20],[4],[128],[5],,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23424,精制竖纹石砖,160041,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23425,精制竖纹石竖薄板,162023,1893,[9],[4],[21587],,,,,,4,0,,3,3,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23426,粗制四格垒石砖,160042,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23427,粗制完整石砖,160043,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23428,粗制完整石斜板,163026,2003,[7],[4],[21588],,,,,,2,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23429,粗制完整石薄斜板,165025,2013,[10],[4],[21589],,,,,,4,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23430,粗制完整石竖薄斜板,167025,2023,[30],[4],[21590],,,,,,4,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23431,粗制完整石弧板,171048,2103,[1],[4],[21593],,,,,,2,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23432,粗制完整石薄弧板,172048,2143,[14],[4],[21594],,,,,,4,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23433,粗制完整石竖薄弧板,174048,2173,[15],[4],[21595],,,,,,4,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23434,粗制完整石棱锥,176048,2203,[16],[4],[21596],,,,,,2,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23435,粗制完整石三棱柱,170048,2087,[12],[4],[21592],,,,,,2,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23436,粗制多格石砖,160044,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23437,粗制多格石楼梯,169023,1183,[8],[4],[21586],[5],,,,,2,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23438,粗制多格石薄板,161023,1153,[20],[4],[128],[5],,,,,4,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23439,粗制竖纹石砖,160045,2562,[5],[4],[21544],[5],,,,,1,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23440,粗制竖纹石竖薄板,162024,1893,[9],[4],[21587],,,,,,4,0,,3,3,0,797,0,11627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23441,粗制苔藓石砖,160046,2562,[5],[4],[21544],[5],,,,,2,0,,3,3,0,797,0,11627,1,,11595,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23442,夜光菇笠,12326,1273,[1],[1],[21566],[2],,GlowCap,,GlowCap,1,0,,3,3,0,797,0,200254,5,,15081,2,,12016,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23443,星落法杖,11776,1274,[1],[1],[21518],"[1,2]",,TungstenGoldStaff,,TungstenGoldStaff,1,0,,3,3,0,797,0,12014,3,,12020,1,,15080,3,,,,,,,,,,,,,,,,,,,,,,0.1,,
23444,四叶星辉剑,11777,1275,[1],[1],[21568],"[1,2]",,StarSword,,StarSword,1,0,,3,3,0,797,0,12014,4,,11715,3,,201915,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
23445,符文帽,12320,1276,[1],[1],[21566],[2],,RuneHat,,RuneHat,1,0,,3,3,0,797,0,12014,5,,11307,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23446,符文服,12321,1277,[1],[1],[21566],[2],,RuneRobe,,RuneRobe,1,0,,3,3,0,797,0,12014,8,,11307,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
23447,符文裤,12322,1278,[1],[1],[21566],[2],,RunePants,,RunePants,1,0,,3,3,0,797,0,12014,7,,11307,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
