方块ID,方块名称,预制文件名,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],变换颜色,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,掉落的星星数量（数组，两个值随机）,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,prefab资源（用到prefab资源的方块填此字段）,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石，2=铜，3=铁，4=铝，5=钛，6=钴，7=钨）,随机颜色【地形生成树的时候会从三个颜色里等概率随机一个，以012的形式存于blockdata】,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1),是否按屏幕空间大小的方式裁剪(默认是1),破坏中的掉落粒子使用的特效文件，填文件名称，默认填空为使用通用粒子；文件地址：CommonResource\Assets\Resources\minigame\prefab\particles,破坏后的掉落粒子使用的特效文件，填文件名称，默认填空为使用通用粒子；文件地址：CommonResource\Assets\Resources\minigame\prefab\particles,挖掘附属特效（例如石头-火花）,可否被变向（0没有方向无法变向，1四向，2六、八向，3特殊处理）,自发光颜色,不透明度(0-255),"方块结构标识-0:可被推动、转动, 1:推动、转动碾碎, 2:不能推动、转动",里世界交互标识（0不可被交互，1可被交互）,PBR功能贴图,蓝图方块价值,替换绘制类型（BlockDrawType）,是否可活化,HDR自发光强度系数
172026,自然冰薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,5,5,1.6,0,,0,,172026,10000,0,0,172026,10000,,,,2,15,0,,1,ice,,,blocks.stone,blockd.stone,,172026,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
172027,永冻冰薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1.6,0,,0,,172027,10000,0,0,172027,10000,,,,2,15,4,,1,eternal_ice,,,blocks.stone,blockd.stone,,172027,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,c6d6dc,255,0,1,,0.2,,,2
172028,[水墨]黑墨薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172028,10000,0,0,172028,10000,,,,2,15,0,,1,ink_black,,,blocks.stone,blockd.stone,,172028,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172029,[水墨]灰墨薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172029,10000,0,0,172029,10000,,,,2,15,0,,1,ink_grey,,,blocks.stone,blockd.stone,,172029,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172030,[水墨]墨灰砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172030,10000,0,0,172030,10000,,,,2,15,0,,1,ink_greybrick,,,blocks.stone,blockd.stone,,172030,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172031,[水墨]墨白砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172031,10000,0,0,172031,10000,,,,2,15,0,,1,ink_whitebrick,,,blocks.stone,blockd.stone,,172031,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172032,[水墨]宣纸薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172032,10000,0,0,172032,10000,,,,2,15,0,,1,xuanzhi,,,blocks.stone,blockd.stone,,172032,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172033,[水墨]瓦片薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172033,10000,0,0,172033,10000,,,,2,15,0,,1,wapian,,,blocks.stone,blockd.stone,,172033,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172034,[水墨]茅草薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172034,10000,0,0,172034,10000,,,,2,15,0,,1,maocao,,,blocks.stone,blockd.stone,,172034,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172035,[水墨]青瓦薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172035,10000,0,0,172035,10000,,,,2,15,0,,1,qingwa,,,blocks.stone,blockd.stone,,172035,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
172036,完整土砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172036,10000,0,0,172036,10000,,,,2,15,0,,1,complete_adobe_brick,,,blocks.stone,blockd.stone,blockd.stone,172036,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172037,完整黄砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172037,10000,0,0,172037,10000,,,,2,15,0,,1,complete_sand_brick,,,blocks.stone,blockd.stone,blockd.stone,172037,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172038,完整砂土砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172038,10000,0,0,172038,10000,,,,2,15,0,,1,complete_arenosol_brick,,,blocks.stone,blockd.stone,blockd.stone,172038,2,1,,c79d59,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172039,完整蘑古砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172039,10000,0,0,172039,10000,,,,2,15,0,,1,large_blue_rock_brick,,,blocks.stone,blocks.stone,blocks.stone,172039,2,1,,263235,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172040,完整魔古砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172040,10000,0,0,172040,10000,,,,2,15,10,,1,magic-mithsilver_block,,,blocks.stone,blocks.stone,blocks.stone,172040,2,1,,413250,,,,,,,6,15,15,,1,,,10,,,,,,,2,f6e8ff,255,0,1,,0.2,,,
172041,宝石蓝薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,6,1,0,,0,,172041,10000,0,0,172041,10000,,,,2,15,0,,1,planks_sapphireblue,,,blocks.wood,blocks.wood,blockd.wood,172041,1,1,,3b82f6,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172042,花青紫薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,6,1,0,,0,,172042,10000,0,0,172042,10000,,,,2,15,0,,1,planks_anthocyaninpurple,,,blocks.wood,blocks.wood,blockd.wood,172042,1,1,,9b4dca,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172043,浅色水蘑石薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,10,1,0,,0,,172043,10000,0,0,172043,10000,,,,2,15,0,,1,terrazzo_pale,,,blocks.stone,blocks.stone,blockd.stone,172043,2,1,,f5f5f5,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172044,天青蓝水蘑石薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,10,1,0,,0,,172044,10000,0,0,172044,10000,,,,2,15,0,,1,terrazzo_skyblue,,,blocks.stone,blocks.stone,blockd.stone,172044,2,1,,87ceeb,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172045,菌菇板薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,1,5,1,0,,0,,172045,10000,0,0,172045,10000,,,,2,15,0,,1,mushroom_plank,,,blocks.wood,blocks.wood,blocks.wood,172045,1,1,,c67b5b,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172046,精制完整石薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172046,10000,0,0,172046,10000,,,,2,15,0,,1,refined_complete_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,172046,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172047,精制完整镶边石薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172047,10000,0,0,172047,10000,,,,2,15,0,,1,refined_and_complete_edged_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,172047,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172048,粗制完整石薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172048,10000,0,0,172048,10000,,,,2,15,0,,1,rough_complete_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,172048,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172049,魔古砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172049,10000,0,0,172049,10000,,,,2,15,0,,1,mogu_brick,,,blocks.stone,blocks.stone,blocks.stone,172049,2,1,,C0C0C0,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172050,横格釉面砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172050,10000,0,0,172050,10000,,,,2,15,0,,1,glazed_tile_1,,,blocks.stone,blocks.stone,blocks.stone,172050,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172051,完整釉面砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172051,10000,0,0,172051,10000,,,,2,15,0,,1,complete_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,172051,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172052,绿白马赛克釉面砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172052,10000,0,0,172052,10000,,,,2,15,0,,1,green_white_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,172052,2,1,,D0C4A8,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172053,灰绿马赛克釉面砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172053,10000,0,0,172053,10000,,,,2,15,0,,1,gray_green_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,172053,2,1,,788D6F,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
172054,灰蓝马赛克釉面砖薄弧板,,,,,,horizontalarchalfplate,,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172054,10000,0,0,172054,10000,,,,2,15,0,,1,gray_blue_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,172054,2,1,,B4BDBF,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173000,173000-173999为大薄弧板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173000,,,,173000,,,,,,,,,,,,,,,,173000,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,
173001,星球岩大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,500,15,1,0,,0,,172001,10000,0,0,172001,10000,,,,2,15,0,,1,Planetstonebrick,,,blocks.stone,blocks.stone,blocks.stone,172001,2,1,,C0C0C0,,,,,,573,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173002,竹板大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,25,6,1,2,20,2,,172002,10000,0,0,172002,10000,,,,2,15,0,,1,planks_bamboo,,,blocks.wood,blockd.wood,blockd.wood,172002,1,1,,c1a661,,,,,,563,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173003,胭脂红大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,25,6,1,2,100,2,,172003,10000,0,0,172003,10000,,,,2,15,0,,1,planks_peachblossom,,,blocks.wood,blockd.wood,blockd.wood,172003,1,1,,7c6037,,,,,,562,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173004,水泥砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,70,12,1,0,,0,,172004,10000,0,0,172004,10000,,,,2,15,0,,1,brick,,,blocks.stone,blockd.stone,blockd.stone,172004,2,1,,8d5845,,,,,,547,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173005,硫黄砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,40,12,1,0,,0,,172005,10000,0,0,172005,10000,,,,2,15,0,,1,sulfur_brick,,,blocks.stone,blockd.stone,blockd.stone,172005,2,1,,8e452a,,,,,,537,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173006,石质大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172006,10000,0,0,172006,10000,,,,2,15,0,,1,rock,,,blocks.stone,blockd.stone,blockd.stone,172006,2,1,,939188,,,,,,104,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173007,精制石大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,75,12,1,0,,0,,172007,10000,0,0,172007,10000,,,,2,15,0,,1,stonebrick,,,blocks.stone,blockd.stone,blockd.stone,172007,2,1,,84887e,,,,,,501,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173008,钛合金大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,200,60,1,0,,0,,172008,10000,0,0,172008,10000,,,,2,15,0,,1,titanium_block,,,blocks.stone,blockd.stone,blockd.stone,172008,2,1,,81c9fb,,,,,,457,6,15,15,,1,,,20,,,,,,,2,,255,0,1,,3,26,,
173009,黄铜大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,200,40,1,0,,0,,172009,10000,0,0,172009,10000,,,,2,15,0,,1,brass_block,,,blocks.stone,blockd.stone,blockd.stone,172009,2,1,,81c9fb,,,,,,456,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,1,26,,
173010,云母大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,40,16,1,0,,0,,172010,10000,0,0,172010,10000,,,,2,15,0,,1,silica_block,,,blocks.stone,blockd.stone,blockd.stone,172010,2,1,,b7bcb7,,,,,,413,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173011,铁制大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,1,60,60,1,0,,0,,172011,10000,0,0,172011,10000,,,,2,15,0,,1,sf_metel01,,,blocks.stone,blockd.stone,,172011,2,1,,077B01,,,,,,411,6,15,15,,1,,,20,,,,,,,2,,255,0,1,,1.5,26,,
173012,炽炎大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172012,10000,0,0,172012,10000,,,,2,15,4,,1,flamecrystal_block,,,blocks.stone,blockd.stone,blockd.stone,172012,2,1,,fac117,,,,,,410,6,15,15,,1,,,10,,,,,,,2,f8c100,255,0,1,,1,,,2
173013,柠檬黄大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,2,20,2,,172013,10000,0,0,172013,10000,,,,2,15,0,,1,planks_arbor,,,blocks.wood,blocks.wood,blocks.wood,172013,1,1,,c1a661,,,,,,375,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173014,苍石灰大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,35,10,1,0,,0,,172014,10000,0,0,172014,10000,,,,2,15,0,1,1,planks_leafless,,,blocks.wood,blockd.wood,blockd.wood,172014,1,1,,7c6037,,,,,,264,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173015,深栗红大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,2,,172015,10000,0,0,172015,10000,,,,2,15,0,,1,planks_walnut,,,blocks.wood,blockd.wood,blockd.wood,172015,1,1,,452f20,,,,,,211,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173016,落日橙大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,1,,172016,10000,0,0,172016,10000,,,,2,15,0,,1,planks_phoebe,,,blocks.wood,blockd.wood,blockd.wood,172016,1,1,,be8254,,,,,,210,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173017,海棠红大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,35,8,1,1,20,1,,172017,10000,0,0,172017,10000,,,,2,15,0,,1,planks_redwood,,,blocks.wood,blockd.wood,blockd.wood,172017,1,1,,644b2b,,,,,,209,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173018,象牙白大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,32,7,1,2,5,1,,172018,10000,0,0,172018,10000,,,,2,15,0,,1,planks_birch,,,blocks.wood,blockd.wood,blockd.wood,172018,1,1,,dfdbc2,,,,,,208,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173019,秋叶橙大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,35,9,1,1,20,2,,172019,10000,0,0,172019,10000,,,,2,15,0,,1,planks_cathaya,,,blocks.wood,blockd.wood,blockd.wood,172019,1,1,,865d39,,,,,,207,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173020,大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,25,6,1,2,20,2,,172020,10000,0,0,172020,10000,,,,2,15,0,,1,planks_fruittree,,,blocks.wood,blockd.wood,blockd.wood,172020,1,1,,c1a661,,,,,,206,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173021,黄砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172021,10000,0,0,172021,10000,,,,2,15,0,,1,sandstone,sandstone_normal,,blocks.stone,blockd.stone,blockd.stone,172021,2,1,,84887e,,,,,,29,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173022,锰块大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,40,1,0,,0,,172022,10000,0,0,172022,10000,,,,2,15,0,,1,manganese_block,,,blocks.stone,blockd.stone,blockd.stone,172022,2,1,,A58F78,,,,,,348,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.5,26,,
173023,浅苍灰大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,25,6,1,2,100,2,,172023,10000,0,0,172023,10000,,,,2,15,0,,1,planks_coconut,,,blocks.wood,blockd.wood,blockd.wood,172023,1,1,,7c6037,,,,,,1380,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173024,软雪大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,172024,10000,0,0,172024,10000,,,,2,15,0,,1,snow,,,blocks.snow,blockd.snow,,172024,3,1,,d4f4f5,,,,,,160001,0,15,15,,1,,,,,,,,,,2,,255,0,1,,0.2,,,
173025,厚雪大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,172025,10000,0,0,172025,10000,,,,2,15,0,,1,snow,,,blocks.snow,blockd.snow,,172025,3,1,,d4f4f5,,,,,,122,6,15,15,,1,,,,,,,,,,2,,255,0,1,,0.2,,,
173026,自然冰大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,5,5,1.6,0,,0,,172026,10000,0,0,172026,10000,,,,2,15,0,,1,ice,,,blocks.stone,blockd.stone,,172026,2,1,,5bc0ee,,,,,,123,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
173027,永冻冰大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1.6,0,,0,,172027,10000,0,0,172027,10000,,,,2,15,4,,1,eternal_ice,,,blocks.stone,blockd.stone,,172027,2,1,,5bc0ee,,,,,,160002,6,15,15,,1,,,1,,,,,,,2,c6d6dc,255,0,1,,0.2,,,2
173028,[水墨]黑墨大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172028,10000,0,0,172028,10000,,,,2,15,0,,1,ink_black,,,blocks.stone,blockd.stone,,172028,2,1,,5bc0ee,,,,,,160003,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173029,[水墨]灰墨大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172029,10000,0,0,172029,10000,,,,2,15,0,,1,ink_grey,,,blocks.stone,blockd.stone,,172029,2,1,,5bc0ee,,,,,,160004,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173030,[水墨]墨灰砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172030,10000,0,0,172030,10000,,,,2,15,0,,1,ink_greybrick,,,blocks.stone,blockd.stone,,172030,2,1,,5bc0ee,,,,,,160005,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173031,[水墨]墨白砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172031,10000,0,0,172031,10000,,,,2,15,0,,1,ink_whitebrick,,,blocks.stone,blockd.stone,,172031,2,1,,5bc0ee,,,,,,160006,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173032,[水墨]宣纸大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172032,10000,0,0,172032,10000,,,,2,15,0,,1,xuanzhi,,,blocks.stone,blockd.stone,,172032,2,1,,5bc0ee,,,,,,160007,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173033,[水墨]瓦片大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172033,10000,0,0,172033,10000,,,,2,15,0,,1,wapian,,,blocks.stone,blockd.stone,,172033,2,1,,5bc0ee,,,,,,160008,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173034,[水墨]茅草大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172034,10000,0,0,172034,10000,,,,2,15,0,,1,maocao,,,blocks.stone,blockd.stone,,172034,2,1,,5bc0ee,,,,,,160009,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173035,[水墨]青瓦大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,172035,10000,0,0,172035,10000,,,,2,15,0,,1,qingwa,,,blocks.stone,blockd.stone,,172035,2,1,,5bc0ee,,,,,,160010,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
173036,完整土砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172036,10000,0,0,172036,10000,,,,2,15,0,,1,complete_adobe_brick,,,blocks.stone,blockd.stone,,172036,2,1,,84887e,,,,,,160012,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173037,完整黄砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172037,10000,0,0,172037,10000,,,,2,15,0,,1,complete_sand_brick,,,blocks.stone,blockd.stone,,172037,2,1,,84887e,,,,,,160018,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173038,完整砂土砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,172038,10000,0,0,172038,10000,,,,2,15,0,,1,complete_arenosol_brick,,,blocks.stone,blockd.stone,,172038,2,1,,c79d59,,,,,,160024,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
173039,完整蘑古砖大薄弧板,,,,,,horizontalarcplate,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,172039,10000,0,0,172039,10000,,,,2,15,0,,1,large_blue_rock_brick,,,blocks.stone,blocks.stone,blocks.stone,172039,2,1,,C0C0C0,,,,,,160028,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
