ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],使用场景过滤[string],传参[string],左右值标记[整型],返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,
3020002,循环运行触发器,5,8,3,1,从%1到%2，执行%3,13,"1,1,0,1,1,0",,,,1005|1|0,1|1,1005|1|0,1|2,1038|1|0,,,,,,,,,,,,,,,,,,0,,306076,1,898
5000008,停止,5,8,8,0,停止%1,13,"1,1,0,1,1,0",,,,1088|1|2,5|620001,,,,,,,,,,,,,,,,,,,,,0,100,306075,1,899
3020003,改变触发器状态,5,8,3,1,改变%1状态开启为%2,13,"1,1,0,1,1,0",,,,1038|1|0,,1013|1|2,5|100001,,,,,,,,,,,,,,,,,,,0,,306074,1,900
3020004,改变触发器组状态,5,8,3,1,改变%1状态开启为%2,13,"1,1,0,1,1,0",,,,1039|1|0,,1013|1|2,5|100001,,,,,,,,,,,,,,,,,,,0,100,306077,1,901
3150001,执行脚本,3,17,13,1,执行脚本%1,13,"1,1,0,1,1,0",,,,1050|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,902
50019,玩家的私有变量（区域）,6,109,11,0,%1的%2（区域）,,"0,0,0,0,0,0",,0,2,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,903
50020,玩家的私有变量（位置）,6,108,11,0,%1的%2（位置）,,"0,0,0,0,0,0",,0,3,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,904
50021,玩家的私有变量（数值）,6,101,11,0,%1的%2（数值）,,"0,0,0,0,0,0",,0,6,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,905
50022,玩家的私有变量（字符串）,6,102,11,0,%1的%2（字符串）,,"0,0,0,0,0,0",,0,11,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,906
50023,玩家的私有变量（布尔值）,6,107,11,0,%1的%2（布尔值）,,"0,0,0,0,0,0",,0,13,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,907
50024,玩家的私有变量（玩家）,6,103,11,0,%1的%2（玩家）,,"0,0,0,0,0,0",,0,17,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,908
50025,玩家的私有变量（玩家组）,6,103,11,0,%1的%2（玩家组）,,"0,0,0,0,0,0",,0,18,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,909
50026,玩家的私有变量（方块类型）,6,113,11,0,%1的%2（方块类型）,,"0,0,0,0,0,0",,0,24,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,910
50027,玩家的私有变量（道具类型）,6,114,11,0,%1的%2（道具类型）,,"0,0,0,0,0,0",,0,27,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,911
50028,玩家的私有变量（生物）,6,104,11,0,%1的%2（生物）,,"0,0,0,0,0,0",,0,30,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,912
50029,玩家的私有变量（生物类型）,6,115,11,0,%1的%2（生物类型）,,"0,0,0,0,0,0",,0,31,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,913
50030,玩家的私有变量（生物组）,6,104,11,0,%1的%2（生物组）,,"0,0,0,0,0,0",,0,32,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,914
50031,玩家的私有变量（计时器）,6,120,11,0,%1的%2（计时器）,,"0,0,0,0,0,0",,0,39,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,915
50032,玩家的私有变量（特效类型）,6,117,11,0,%1的%2（特效类型）,,"0,0,0,0,0,0",,0,44,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,916
50039,玩家的私有变量（位置组）,6,108,11,0,%1的%2（位置组）,,"0,0,0,0,0,0",,0,61,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,917
50040,玩家的私有变量（区域组）,6,109,11,0,%1的%2（区域组）,,"0,0,0,0,0,0",,0,62,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,918
50041,玩家的私有变量（数值组）,6,101,11,0,%1的%2（数值组）,,"0,0,0,0,0,0",,0,63,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,919
50042,玩家的私有变量（字符串组）,6,102,11,0,%1的%2（字符串组）,,"0,0,0,0,0,0",,0,64,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,920
50043,玩家的私有变量（布尔值组）,6,107,11,0,%1的%2（布尔值组）,,"0,0,0,0,0,0",,0,65,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,921
50044,玩家的私有变量（方块类型组）,6,113,11,0,%1的%2（方块类型组）,,"0,0,0,0,0,0",,0,66,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,922
50045,玩家的私有变量（道具类型组）,6,114,11,0,%1的%2（道具类型组）,,"0,0,0,0,0,0",,0,67,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,923
50046,玩家的私有变量（生物类型组）,6,115,11,0,%1的%2（生物类型组）,,"0,0,0,0,0,0",,0,68,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,924
50047,玩家的私有变量（计时器组）,6,120,11,0,%1的%2（计时器组）,,"0,0,0,0,0,0",,0,69,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,925
50048,玩家的私有变量（特效类型组）,6,117,11,0,%1的%2（特效类型组）,,"0,0,0,0,0,0",,0,70,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,926
50060,玩家的私有变量（蓝图）,6,127,11,0,%1的%2（蓝图）,,"0,0,0,0,0,0",,0,106,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,926
50099,真正的私有变量模板,6,7,11,0,真正的私有变量模板,,"0,0,0,0,0,0",,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,927
50119,变量模板（区域）,6,109,12,0,变量模板（区域）,,"0,0,0,0,0,0",,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,928
50120,变量模板（位置）,6,108,12,0,变量模板（位置）,,"0,0,0,0,0,0",,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,929
50121,变量模板（数值）,6,101,12,0,变量模板（数值）,,"0,0,0,0,0,0",,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,930
50122,变量模板（字符串）,6,102,12,0,变量模板（字符串）,,"0,0,0,0,0,0",,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,931
50123,变量模板（布尔值）,6,107,12,0,变量模板（布尔值）,,"0,0,0,0,0,0",,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,932
50124,变量模板（玩家）,6,103,12,0,变量模板（玩家）,,"0,0,0,0,0,0",,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,933
50125,变量模板（玩家组）,6,103,12,0,变量模板（玩家组）,,"0,0,0,0,0,0",,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,934
50126,变量模板（方块类型）,6,113,12,0,变量模板（方块类型）,,"0,0,0,0,0,0",,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,935
50127,变量模板（道具类型）,6,114,12,0,变量模板（道具类型）,,"0,0,0,0,0,0",,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,936
50128,变量模板（生物）,6,104,12,0,变量模板（生物）,,"0,0,0,0,0,0",,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,937
50129,变量模板（生物类型）,6,115,12,0,变量模板（生物类型）,,"0,0,0,0,0,0",,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,938
50130,变量模板（生物组）,6,104,12,0,变量模板（生物组）,,"0,0,0,0,0,0",,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,939
50131,变量模板（计时器）,6,120,12,0,变量模板（计时器）,,"0,0,0,0,0,0",,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,940
50132,变量模板（特效类型）,6,117,12,0,变量模板（特效类型）,,"0,0,0,0,0,0",,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,941
50139,变量模板（位置组）,6,108,12,0,变量模板（位置组）,,"0,0,0,0,0,0",,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,942
50140,变量模板（区域组）,6,109,12,0,变量模板（区域组）,,"0,0,0,0,0,0",,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,943
50141,变量模板（数值组）,6,101,12,0,变量模板（数值组）,,"0,0,0,0,0,0",,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,944
50142,变量模板（字符串组）,6,102,12,0,变量模板（字符串组）,,"0,0,0,0,0,0",,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,945
50143,变量模板（布尔值组）,6,107,12,0,变量模板（布尔值组）,,"0,0,0,0,0,0",,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,946
50144,变量模板（方块类型组）,6,113,12,0,变量模板（方块类型组）,,"0,0,0,0,0,0",,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,947
50145,变量模板（道具类型组）,6,114,12,0,变量模板（道具类型组）,,"0,0,0,0,0,0",,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,948
50146,变量模板（生物类型组）,6,115,12,0,变量模板（生物类型组）,,"0,0,0,0,0,0",,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,949
50147,变量模板（计时器组）,6,120,12,0,变量模板（计时器组）,,"0,0,0,0,0,0",,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,950
50148,变量模板（特效类型组）,6,117,12,0,变量模板（特效类型组）,,"0,0,0,0,0,0",,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,951
50149,变量模板（排行榜）,6,124,12,0,变量模板（排行榜）,,"0,0,0,0,0,0",,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,952
320001,摄像机坐标值,4,3,4,1,%1的摄像机%2坐标值,,"1,1,0,1,1,0",,0,133,1018|1|0,3|60009,1133|1|2,5|980001,,,,,,,,,,,,,,,,,,,,,,,953
320002,摄像机角度,4,3,4,1,%1的摄像机%2角度,,"1,1,0,1,1,0",,0,133,1018|1|0,3|60009,1133|1|2,5|980001,,,,,,,,,,,,,,,,,,,,,,,954
320003,摄像机视场角,4,3,4,1,%1的摄像机视场角(FOV),,"1,1,0,1,1,0",,0,133,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,955
50150,变量模板（一维表）,6,125,12,0,变量模板（一维表）,,"0,0,0,0,0,0",,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,956
50151,变量模板（二维表）,6,126,12,0,变量模板（二维表）,,"0,0,0,0,0,0",,0,305,,,,,,,,,,,,,,,,,,,,,,,,,,,957
5100001,返回,7,8,15,0,返回,13,"0,0,0,0,0,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958
6000001,获取属性,4,1,4,1,获取%1的%2的%3,,"0,0,0,0,0,0",,,0,3001|0|0,,3002|0|0,,3003|0|0,,,,,,,,,,,,,,,,,,,,,,959
6000002,获取属性（字符串）,4,1,4,1,（字符串）获取%1的%2的%3,,"0,0,0,0,0,0",,,0,3001|0|0,,1010|1|0,1|300198,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,,,960
6000003,此对象,4,1,4,1,此对象,,"0,0,0,0,0,0",,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,961
