任务ID,名称,类型（0=主线、1=支线、2=成就、3=科技树）,描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加道具文本，默认颜色#c7bbe3a),任务目标(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),奖励（成就型任务只读取index=1的奖励）,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),继承存量已完成任务id,条件记录方式（科技树专用）,能否预完成（0=允许，1=不允许）,是否上报服务器（0=不上报，1=上报）,上报参数1,上报参数2
400157,更多的家具,3,"[
{
""String"" : ""获得@item_206#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_206"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":883,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":884,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":885,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":975,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":976,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":977,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":979,""RewardTypeShow"":0},
{""Index"":8,""RewardType"":2,""RewardID"":1811,""RewardTypeShow"":0},
{""Index"":9,""RewardType"":2,""RewardID"":1812,""RewardTypeShow"":0},
{""Index"":10,""RewardType"":2,""RewardID"":1813,""RewardTypeShow"":0},
{""Index"":11,""RewardType"":2,""RewardID"":1814,""RewardTypeShow"":0},
{""Index"":12,""RewardType"":2,""RewardID"":1815,""RewardTypeShow"":0},
{""Index"":13,""RewardType"":2,""RewardID"":1816,""RewardTypeShow"":0},
{""Index"":14,""RewardType"":2,""RewardID"":1817,""RewardTypeShow"":0},
{""Index"":15,""RewardType"":2,""RewardID"":1818,""RewardTypeShow"":0},
{""Index"":16,""RewardType"":2,""RewardID"":1819,""RewardTypeShow"":0},
{""Index"":17,""RewardType"":2,""RewardID"":1820,""RewardTypeShow"":0},
{""Index"":18,""RewardType"":2,""RewardID"":1821,""RewardTypeShow"":0},
{""Index"":19,""RewardType"":2,""RewardID"":1822,""RewardTypeShow"":0},
{""Index"":20,""RewardType"":2,""RewardID"":1823,""RewardTypeShow"":0},
{""Index"":21,""RewardType"":2,""RewardID"":1824,""RewardTypeShow"":0},
{""Index"":22,""RewardType"":2,""RewardID"":1825,""RewardTypeShow"":0},
{""Index"":23,""RewardType"":2,""RewardID"":1826,""RewardTypeShow"":0},
{""Index"":24,""RewardType"":2,""RewardID"":1827,""RewardTypeShow"":0},
{""Index"":25,""RewardType"":2,""RewardID"":1828,""RewardTypeShow"":0},
{""Index"":26,""RewardType"":2,""RewardID"":1829,""RewardTypeShow"":0},
{""Index"":27,""RewardType"":2,""RewardID"":1830,""RewardTypeShow"":0},
{""Index"":28,""RewardType"":2,""RewardID"":1831,""RewardTypeShow"":0},
{""Index"":29,""RewardType"":2,""RewardID"":1832,""RewardTypeShow"":0},
{""Index"":30,""RewardType"":2,""RewardID"":1833,""RewardTypeShow"":0},
{""Index"":31,""RewardType"":2,""RewardID"":1834,""RewardTypeShow"":0},
{""Index"":32,""RewardType"":2,""RewardID"":1835,""RewardTypeShow"":0},
{""Index"":33,""RewardType"":2,""RewardID"":1836,""RewardTypeShow"":0},
{""Index"":34,""RewardType"":2,""RewardID"":1837,""RewardTypeShow"":0},
{""Index"":35,""RewardType"":2,""RewardID"":1838,""RewardTypeShow"":0},
{""Index"":36,""RewardType"":2,""RewardID"":1839,""RewardTypeShow"":0},
{""Index"":37,""RewardType"":2,""RewardID"":1840,""RewardTypeShow"":0},
{""Index"":38,""RewardType"":2,""RewardID"":1841,""RewardTypeShow"":0},
{""Index"":39,""RewardType"":2,""RewardID"":1842,""RewardTypeShow"":0},
{""Index"":40,""RewardType"":2,""RewardID"":1843,""RewardTypeShow"":0},
{""Index"":41,""RewardType"":2,""RewardID"":1844,""RewardTypeShow"":0},
{""Index"":42,""RewardType"":2,""RewardID"":1845,""RewardTypeShow"":0},
{""Index"":43,""RewardType"":2,""RewardID"":1846,""RewardTypeShow"":0},
{""Index"":44,""RewardType"":2,""RewardID"":1847,""RewardTypeShow"":0},
{""Index"":45,""RewardType"":2,""RewardID"":1848,""RewardTypeShow"":0},
{""Index"":46,""RewardType"":2,""RewardID"":1849,""RewardTypeShow"":0},
{""Index"":47,""RewardType"":2,""RewardID"":1850,""RewardTypeShow"":0},
{""Index"":48,""RewardType"":2,""RewardID"":1851,""RewardTypeShow"":0},
{""Index"":49,""RewardType"":2,""RewardID"":1852,""RewardTypeShow"":0},
{""Index"":50,""RewardType"":2,""RewardID"":1853,""RewardTypeShow"":0},
{""Index"":51,""RewardType"":2,""RewardID"":1854,""RewardTypeShow"":0},
{""Index"":52,""RewardType"":2,""RewardID"":1855,""RewardTypeShow"":0},
{""Index"":53,""RewardType"":2,""RewardID"":1856,""RewardTypeShow"":0},
{""Index"":54,""RewardType"":2,""RewardID"":1857,""RewardTypeShow"":0},
{""Index"":55,""RewardType"":2,""RewardID"":1858,""RewardTypeShow"":0},
{""Index"":56,""RewardType"":2,""RewardID"":1859,""RewardTypeShow"":0},
{""Index"":57,""RewardType"":2,""RewardID"":1860,""RewardTypeShow"":0},
{""Index"":58,""RewardType"":2,""RewardID"":1861,""RewardTypeShow"":0},
{""Index"":59,""RewardType"":2,""RewardID"":1862,""RewardTypeShow"":0},
{""Index"":60,""RewardType"":2,""RewardID"":1863,""RewardTypeShow"":0},
{""Index"":61,""RewardType"":2,""RewardID"":1864,""RewardTypeShow"":0},
{""Index"":62,""RewardType"":2,""RewardID"":1865,""RewardTypeShow"":0},
{""Index"":63,""RewardType"":2,""RewardID"":1866,""RewardTypeShow"":0},
{""Index"":64,""RewardType"":2,""RewardID"":1867,""RewardTypeShow"":0},
{""Index"":65,""RewardType"":2,""RewardID"":1868,""RewardTypeShow"":0},
{""Index"":66,""RewardType"":2,""RewardID"":1869,""RewardTypeShow"":0},
{""Index"":67,""RewardType"":2,""RewardID"":1870,""RewardTypeShow"":0},
{""Index"":68,""RewardType"":2,""RewardID"":1871,""RewardTypeShow"":0},
{""Index"":69,""RewardType"":2,""RewardID"":1872,""RewardTypeShow"":0},
{""Index"":70,""RewardType"":2,""RewardID"":1874,""RewardTypeShow"":0},
{""Index"":71,""RewardType"":2,""RewardID"":1875,""RewardTypeShow"":0},
{""Index"":72,""RewardType"":2,""RewardID"":1876,""RewardTypeShow"":0},
{""Index"":73,""RewardType"":2,""RewardID"":1877,""RewardTypeShow"":0},
{""Index"":74,""RewardType"":2,""RewardID"":1878,""RewardTypeShow"":0},
{""Index"":75,""RewardType"":2,""RewardID"":1879,""RewardTypeShow"":0},
{""Index"":76,""RewardType"":2,""RewardID"":1880,""RewardTypeShow"":0},
{""Index"":77,""RewardType"":2,""RewardID"":1881,""RewardTypeShow"":0},
{""Index"":78,""RewardType"":2,""RewardID"":1882,""RewardTypeShow"":0},
{""Index"":79,""RewardType"":2,""RewardID"":1883,""RewardTypeShow"":0},
{""Index"":80,""RewardType"":2,""RewardID"":200371,""RewardTypeShow"":0},
{""Index"":81,""RewardType"":2,""RewardID"":820,""RewardTypeShow"":0}
]",1,206,,[],1,,0,,
400158,更多的种子,3,"[
{
""String"" : ""获得@item_12506#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""IG_12506"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":431,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":432,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":433,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":434,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":435,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":436,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":437,""RewardTypeShow"":0},
{""Index"":8,""RewardType"":2,""RewardID"":438,""RewardTypeShow"":0},
{""Index"":9,""RewardType"":2,""RewardID"":439,""RewardTypeShow"":0},
{""Index"":10,""RewardType"":2,""RewardID"":440,""RewardTypeShow"":0},
{""Index"":11,""RewardType"":2,""RewardID"":441,""RewardTypeShow"":0},
{""Index"":12,""RewardType"":2,""RewardID"":442,""RewardTypeShow"":0},
{""Index"":13,""RewardType"":2,""RewardID"":443,""RewardTypeShow"":0},
{""Index"":14,""RewardType"":2,""RewardID"":444,""RewardTypeShow"":0},
{""Index"":15,""RewardType"":2,""RewardID"":263,""RewardTypeShow"":0},
{""Index"":16,""RewardType"":2,""RewardID"":11405,""RewardTypeShow"":0},
{""Index"":17,""RewardType"":2,""RewardID"":11406,""RewardTypeShow"":0},
{""Index"":18,""RewardType"":2,""RewardID"":11407,""RewardTypeShow"":0},
{""Index"":19,""RewardType"":2,""RewardID"":11408,""RewardTypeShow"":0},
{""Index"":20,""RewardType"":2,""RewardID"":11409,""RewardTypeShow"":0},
{""Index"":21,""RewardType"":2,""RewardID"":11410,""RewardTypeShow"":0},
{""Index"":22,""RewardType"":2,""RewardID"":11411,""RewardTypeShow"":0},
{""Index"":23,""RewardType"":2,""RewardID"":11412,""RewardTypeShow"":0},
{""Index"":24,""RewardType"":2,""RewardID"":11666,""RewardTypeShow"":0},
{""Index"":25,""RewardType"":2,""RewardID"":11825,""RewardTypeShow"":0},
{""Index"":26,""RewardType"":2,""RewardID"":760,""RewardTypeShow"":0},
{""Index"":27,""RewardType"":2,""RewardID"":11419,""RewardTypeShow"":0},
{""Index"":28,""RewardType"":2,""RewardID"":11420,""RewardTypeShow"":0},
{""Index"":29,""RewardType"":2,""RewardID"":1194,""RewardTypeShow"":0},
{""Index"":30,""RewardType"":2,""RewardID"":383,""RewardTypeShow"":0},
{""Index"":31,""RewardType"":2,""RewardID"":200418,""RewardTypeShow"":0},
{""Index"":32,""RewardType"":2,""RewardID"":200419,""RewardTypeShow"":0}
]",1,12506,,[],1,,0,,
400159,飞艇道具,3,"[
{
""String"" : ""进入桃林生态"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 14,
""GoalID1"" : ""B_BIOME_AIRSHIP"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":11676,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":13274,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":13275,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":1989,""RewardTypeShow"":1}
]",1,12288,,[],1,,0,,
400160,蘑古与魔古建材,3,"[
{
""String"" : ""进入星尘之境"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 14,
""GoalID1"" : ""B_RUNE_RELIC"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":200235,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":200236,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":200237,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":200238,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":200239,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":200240,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":161015,""RewardTypeShow"":1},
{""Index"":8,""RewardType"":2,""RewardID"":162016,""RewardTypeShow"":1},
{""Index"":9,""RewardType"":2,""RewardID"":169015,""RewardTypeShow"":1},
{""Index"":10,""RewardType"":2,""RewardID"":160028,""RewardTypeShow"":1},
{""Index"":11,""RewardType"":2,""RewardID"":163017,""RewardTypeShow"":1},
{""Index"":12,""RewardType"":2,""RewardID"":165016,""RewardTypeShow"":1},
{""Index"":13,""RewardType"":2,""RewardID"":167016,""RewardTypeShow"":1},
{""Index"":14,""RewardType"":2,""RewardID"":171039,""RewardTypeShow"":1},
{""Index"":15,""RewardType"":2,""RewardID"":172039,""RewardTypeShow"":1},
{""Index"":16,""RewardType"":2,""RewardID"":174039,""RewardTypeShow"":1},
{""Index"":17,""RewardType"":2,""RewardID"":170039,""RewardTypeShow"":1},
{""Index"":18,""RewardType"":2,""RewardID"":176039,""RewardTypeShow"":1},
{""Index"":19,""RewardType"":2,""RewardID"":161016,""RewardTypeShow"":1},
{""Index"":20,""RewardType"":2,""RewardID"":162017,""RewardTypeShow"":1},
{""Index"":21,""RewardType"":2,""RewardID"":169016,""RewardTypeShow"":1},
{""Index"":22,""RewardType"":2,""RewardID"":163027,""RewardTypeShow"":1},
{""Index"":23,""RewardType"":2,""RewardID"":165026,""RewardTypeShow"":1},
{""Index"":24,""RewardType"":2,""RewardID"":167026,""RewardTypeShow"":1},
{""Index"":25,""RewardType"":2,""RewardID"":170049,""RewardTypeShow"":1},
{""Index"":26,""RewardType"":2,""RewardID"":171049,""RewardTypeShow"":1},
{""Index"":27,""RewardType"":2,""RewardID"":172049,""RewardTypeShow"":1},
{""Index"":28,""RewardType"":2,""RewardID"":174049,""RewardTypeShow"":1},
{""Index"":29,""RewardType"":2,""RewardID"":176049,""RewardTypeShow"":1},
{""Index"":30,""RewardType"":2,""RewardID"":200243,""RewardTypeShow"":1},
{""Index"":31,""RewardType"":2,""RewardID"":200244,""RewardTypeShow"":1},
{""Index"":32,""RewardType"":2,""RewardID"":200245,""RewardTypeShow"":1},
{""Index"":33,""RewardType"":2,""RewardID"":160029,""RewardTypeShow"":1},
{""Index"":34,""RewardType"":2,""RewardID"":163018,""RewardTypeShow"":1},
{""Index"":35,""RewardType"":2,""RewardID"":165017,""RewardTypeShow"":1},
{""Index"":36,""RewardType"":2,""RewardID"":167017,""RewardTypeShow"":1},
{""Index"":37,""RewardType"":2,""RewardID"":171040,""RewardTypeShow"":1},
{""Index"":38,""RewardType"":2,""RewardID"":172040,""RewardTypeShow"":1},
{""Index"":39,""RewardType"":2,""RewardID"":174040,""RewardTypeShow"":1},
{""Index"":40,""RewardType"":2,""RewardID"":170040,""RewardTypeShow"":1},
{""Index"":41,""RewardType"":2,""RewardID"":176040,""RewardTypeShow"":1},
{""Index"":42,""RewardType"":2,""RewardID"":201701,""RewardTypeShow"":1},
{""Index"":43,""RewardType"":2,""RewardID"":201702,""RewardTypeShow"":1},
{""Index"":44,""RewardType"":2,""RewardID"":201703,""RewardTypeShow"":1},
{""Index"":45,""RewardType"":2,""RewardID"":200250,""RewardTypeShow"":1},
{""Index"":46,""RewardType"":2,""RewardID"":201766,""RewardTypeShow"":1},
{""Index"":47,""RewardType"":2,""RewardID"":201705,""RewardTypeShow"":1},
{""Index"":48,""RewardType"":2,""RewardID"":160026,""RewardTypeShow"":1},
{""Index"":49,""RewardType"":2,""RewardID"":160027,""RewardTypeShow"":1},
{""Index"":50,""RewardType"":2,""RewardID"":200234,""RewardTypeShow"":1},
{""Index"":51,""RewardType"":2,""RewardID"":770,""RewardTypeShow"":1},
{""Index"":52,""RewardType"":2,""RewardID"":200247,""RewardTypeShow"":1},
{""Index"":53,""RewardType"":2,""RewardID"":200232,""RewardTypeShow"":1},
{""Index"":54,""RewardType"":2,""RewardID"":200233,""RewardTypeShow"":1},
{""Index"":55,""RewardType"":2,""RewardID"":550120,""RewardTypeShow"":1},
{""Index"":56,""RewardType"":2,""RewardID"":200262,""RewardTypeShow"":1},
{""Index"":57,""RewardType"":2,""RewardID"":550121,""RewardTypeShow"":1},
{""Index"":58,""RewardType"":2,""RewardID"":15078,""RewardTypeShow"":1},
{""Index"":59,""RewardType"":2,""RewardID"":11115,""RewardTypeShow"":1},
{""Index"":60,""RewardType"":2,""RewardID"":12320,""RewardTypeShow"":1},
{""Index"":61,""RewardType"":2,""RewardID"":12321,""RewardTypeShow"":1},
{""Index"":62,""RewardType"":2,""RewardID"":12322,""RewardTypeShow"":1},
{""Index"":63,""RewardType"":2,""RewardID"":12323,""RewardTypeShow"":1},
{""Index"":64,""RewardType"":2,""RewardID"":11776,""RewardTypeShow"":1},
{""Index"":65,""RewardType"":2,""RewardID"":11778,""RewardTypeShow"":1},
{""Index"":66,""RewardType"":2,""RewardID"":201019,""RewardTypeShow"":1}
]",1,160028,,[],1,,0,,
400161,宝石蓝与花青紫建材,3,"[
{
""String"" : ""新的建筑材料"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 14,
""GoalID1"" : ""B_STAR_FOREST"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":160030,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":161017,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":162018,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":169017,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":163019,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":165018,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":167018,""RewardTypeShow"":1},
{""Index"":8,""RewardType"":2,""RewardID"":171041,""RewardTypeShow"":1},
{""Index"":9,""RewardType"":2,""RewardID"":172041,""RewardTypeShow"":1},
{""Index"":10,""RewardType"":2,""RewardID"":174041,""RewardTypeShow"":1},
{""Index"":11,""RewardType"":2,""RewardID"":170041,""RewardTypeShow"":1},
{""Index"":12,""RewardType"":2,""RewardID"":176041,""RewardTypeShow"":1},
{""Index"":13,""RewardType"":2,""RewardID"":160031,""RewardTypeShow"":1},
{""Index"":14,""RewardType"":2,""RewardID"":161018,""RewardTypeShow"":1},
{""Index"":15,""RewardType"":2,""RewardID"":162019,""RewardTypeShow"":1},
{""Index"":16,""RewardType"":2,""RewardID"":169018,""RewardTypeShow"":1},
{""Index"":17,""RewardType"":2,""RewardID"":163020,""RewardTypeShow"":1},
{""Index"":18,""RewardType"":2,""RewardID"":165019,""RewardTypeShow"":1},
{""Index"":19,""RewardType"":2,""RewardID"":167019,""RewardTypeShow"":1},
{""Index"":20,""RewardType"":2,""RewardID"":171042,""RewardTypeShow"":1},
{""Index"":21,""RewardType"":2,""RewardID"":172042,""RewardTypeShow"":1},
{""Index"":22,""RewardType"":2,""RewardID"":174042,""RewardTypeShow"":1},
{""Index"":23,""RewardType"":2,""RewardID"":170042,""RewardTypeShow"":1},
{""Index"":24,""RewardType"":2,""RewardID"":176042,""RewardTypeShow"":1},
{""Index"":25,""RewardType"":2,""RewardID"":201020,""RewardTypeShow"":1},
{""Index"":26,""RewardType"":2,""RewardID"":15082,""RewardTypeShow"":1}
]",1,160030,,[],1,,0,,
400162,菇板建材与蘑菇家具,3,"[
{
""String"" : ""获得@item_201901#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_201901"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":160034,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":161021,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":162022,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":169021,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":163023,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":165022,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":167022,""RewardTypeShow"":1},
{""Index"":8,""RewardType"":2,""RewardID"":171045,""RewardTypeShow"":1},
{""Index"":9,""RewardType"":2,""RewardID"":172045,""RewardTypeShow"":1},
{""Index"":10,""RewardType"":2,""RewardID"":174045,""RewardTypeShow"":1},
{""Index"":11,""RewardType"":2,""RewardID"":170045,""RewardTypeShow"":1},
{""Index"":12,""RewardType"":2,""RewardID"":176045,""RewardTypeShow"":1},
{""Index"":13,""RewardType"":2,""RewardID"":201747,""RewardTypeShow"":1},
{""Index"":14,""RewardType"":2,""RewardID"":201748,""RewardTypeShow"":1},
{""Index"":15,""RewardType"":2,""RewardID"":201749,""RewardTypeShow"":1},
{""Index"":16,""RewardType"":2,""RewardID"":201750,""RewardTypeShow"":1},
{""Index"":17,""RewardType"":2,""RewardID"":201751,""RewardTypeShow"":1},
{""Index"":18,""RewardType"":2,""RewardID"":201752,""RewardTypeShow"":1},
{""Index"":19,""RewardType"":2,""RewardID"":201753,""RewardTypeShow"":1},
{""Index"":20,""RewardType"":2,""RewardID"":201769,""RewardTypeShow"":1},
{""Index"":21,""RewardType"":2,""RewardID"":201770,""RewardTypeShow"":1},
{""Index"":22,""RewardType"":2,""RewardID"":201767,""RewardTypeShow"":1},
{""Index"":23,""RewardType"":2,""RewardID"":201768,""RewardTypeShow"":1},
{""Index"":24,""RewardType"":2,""RewardID"":201706,""RewardTypeShow"":1},
{""Index"":25,""RewardType"":2,""RewardID"":201901,""RewardTypeShow"":1}
]",1,201747,,[],1,,0,,
400163,水磨石建材,3,"[
{
""String"" : ""获得@item_43#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_43"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":160032,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":161019,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":162020,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":169019,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":163021,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":165020,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":167020,""RewardTypeShow"":1},
{""Index"":8,""RewardType"":2,""RewardID"":171043,""RewardTypeShow"":1},
{""Index"":9,""RewardType"":2,""RewardID"":172043,""RewardTypeShow"":1},
{""Index"":10,""RewardType"":2,""RewardID"":174043,""RewardTypeShow"":1},
{""Index"":11,""RewardType"":2,""RewardID"":170043,""RewardTypeShow"":1},
{""Index"":12,""RewardType"":2,""RewardID"":176043,""RewardTypeShow"":1}
]",1,160032,,[],1,,0,,
400164,星辉家具,3,"[
{
""String"" : ""获得@item_201912#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_201912"",
""GoalNum"" : 1,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":201736,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":201737,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":201738,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":201739,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":201740,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":201741,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":201742,""RewardTypeShow"":1},
{""Index"":8,""RewardType"":2,""RewardID"":201743,""RewardTypeShow"":1},
{""Index"":9,""RewardType"":2,""RewardID"":201735,""RewardTypeShow"":1},
{""Index"":10,""RewardType"":2,""RewardID"":201744,""RewardTypeShow"":1},
{""Index"":11,""RewardType"":2,""RewardID"":201745,""RewardTypeShow"":1},
{""Index"":12,""RewardType"":2,""RewardID"":201771,""RewardTypeShow"":1}
]",1,201735,,[],1,,0,,
500001,图鉴-蘑菇法棒,4,"[
{
""String"": ""通过蘑菇国王兑换获得。"",
""UnlockTaskId"": 0
}
]","[
""通过蘑菇国王兑换获得。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11774"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,11774,,[],,0,1,102030765,11774
500002,图鉴-蘑菇拳套,4,"[
{
""String"": ""制作获得蘑菇拳套×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得蘑菇拳套×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11775"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,11775,,[],,0,1,102030765,11775
500003,图鉴-星落法杖,4,"[
{
""String"": ""制作获得星落法杖×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得星落法杖×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11776"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,11776,,[],,0,1,102030765,11776
500004,图鉴-星芒剑,4,"[
{
""String"": ""制作获得星芒剑×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得星芒剑×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11777"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,11777,,[],,0,1,102030765,11777
500005,图鉴-星尘弓,4,"[
{
""String"": ""制作获得星尘弓×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得星尘弓×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11778"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,11778,,[],,0,1,102030765,11778
500006,图鉴-符文帽,4,"[
{
""String"": ""制作获得符文帽×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得符文帽×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12320"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,12320,,[],,0,1,102030765,12320
500007,图鉴-符文服,4,"[
{
""String"": ""制作获得符文服×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得符文服×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12321"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,12321,,[],,0,1,102030765,12321
500008,图鉴-符文裤,4,"[
{
""String"": ""制作获得符文裤×1。"",
""UnlockTaskId"": 0
}
]","[
""制作获得符文裤×1。""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12322"",
""GoalNum"": 1
}
]","[
{""Index"":1,""RewardType"":1,""RewardID"":0,""RewardNum"":10}
]",2,12322,,[],,0,1,102030765,12322
