id,中文名称【所有用到道具名称的地方都是读这里】,预制文件名,插件用【作为插件json文件的名称，不能有空格】,2.0创造背包开放，11=地形，12=植物，13=建筑，14=装饰，15=星能，16=颜色，17=功能，18=机械，21=动物，22=怪物，23=人物（NPC），24=载具，31=装备，32=功能，33=食物，34=材料，35武器，36工具，41=功能，42=创造，43=功能对象,插件编辑【大于0开放插件编辑，1=工具，2=武器，3=食物，4=装备，5=材料】,2.0插件编辑模板【0=不是模板，1=作为插件编辑模板】,作为插件编辑材料，如道具掉落等【0=不作为材料，1=作物分类，2=工具，3=杂物，4=方块】,开放到触发器选择的道具库【1-5方块类 6-10道具类 12投掷物类 1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块 6=消耗品 7=材料 8=武器 9=装备 10=工具 11=生物蛋 12=投掷物 13=乐器】,模型文件夹名字【用于手持模型和凋落物模型，位于res/itemmods】,贴图【模型的贴图文件，已弃用】,贴图id【一个模型可以使用不同的贴图，改变外观；仅用于手持模型名字为texturen】,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,"品质等级【用于旧版家园开果实的奖励级别，0一级,1二级,2三级,3四级】","帐号道具类型【0普通功能，1碎片，2仅普通地图提取，3仅家园提取，4都可提取,5可选择，6抽奖礼包，7商业化道具，8宠物蛋】",1-皮肤，2-坐骑，3-avatar，4-皮肤碎片，5-坐骑碎片，6-武器皮肤道具，7-武器皮肤碎片，8-头像框，9-喷漆道具，10-喷漆道具碎片，11-气泡道具，12-播报道具，13-称号道具，14-迷你大会员，15-优惠券，16-头像，17-动作，18-心情框，19-背景，20称号，21表情包，22迷你赛季积分道具，23坐骑升级道具，24搭配赛抽奖券，26七彩碎片，29图鉴道具,皮肤/坐骑/avatarID/武器皮肤,"品质等级（1=浅灰色,2=绿色，3=蓝色，4=紫色，5=橙色，6=红色，7=白金）",0-普通，1-稀有，2-珍贵，3-传说，抽奖礼包暂用:4-永久，5-体验,关联物品ID【用于家园图鉴碎片配置对应解锁的道具，解锁类型是4时填10000】,家园图鉴解锁的货币类型【0不用解锁3碎片4迷你豆5混合】,家园图鉴解锁标志位【每个道具对应一个标志位】,替换解锁物品【家园图鉴解锁货币不足时用什么代替，解锁类型是4的时候这里填服务器那个ID】,碎片价格【跟替换解锁物品配套使用，替换物数】,家园图鉴解锁需要的碎片数量,"条件解锁类型【用来控制打完黑龙解锁的配方,1=一阶黑龙,2=二阶黑龙,3=三阶黑龙,4=科技树，-1=解锁配方才能用的道具】",背包筛选类型【冒险模式背包的筛选类型，1装备2工具3方块4材料】,"道具类型【会影响道具的功能，无0，方块1，杂物2，工具3，一组物品4，怪物5，帐号物品6，弓7，投掷8，装备9，枪械10，食物11，12工具+投掷物，13工具+食物，14方块+食物，16机械，17地图通行证，18乐器，19喷漆贴图，20气泡，21武器皮肤，22播报，23称号，24特长碎片,25头像，26动作，27心情框，28背景，31可孵化蛋，32方块+预制蓝图】","创造模式背包一级分类【0不显示,1作物2工具3杂物4方块5编辑】",创造模式背包二级分类【植物=11 食物=12 饲料=13 特殊作物=14 道具=21 电路=22 生物=23 装备=24 建材=[31] 家具=32 装饰物=33 特殊杂物=34 地形=41 资源=42 特殊方块=43 建筑=44 玩法=51】,排序【创造模式背包同分类下调整排序用，数字小的在前面，数字相同id小的在前面】,高级创造排序【高级创造背包/高级资源列表/资源库，同分类下调整排序用，数字小的在前面，数字相同id小的在前面】,类型描述,新道具提示版本号【填了之后，玩家第一次看到时会显示新字，取第二位】,描述中的解锁途径-String表ID,类型描述-String表ID,描述【所有道具tips等用到道具描述的地方，都是读的这里】,获取方式(工匠台和冶炼台的内容可读取并显示在tips上，无需写在这里了),图标【所有显示道具图标的地方都是读的这里，默认文件路径是env1/bin/res/items；方块类道具不填则使用自动生成的图标；#=使用角色头像，hf=使用头像框图标，#avatar_icon1000_=使用avatar图标，[=使用方块贴图】,是否显示模型【控制拿在手上是否显示模型，0显示图标，1显示工具模型toolmodel，2显示方块模型有模型优先调用模型没有就程序生成blockmodel，9显示新prefab模型（prefab道具手持），10prefab方块手持】,图标特效/填1带有特效,挥舞音效,挥舞用的图片,第一人称大小,第三人称大小,掉落物大小,挥舞周期（毫秒）,冒险背包最大堆叠数目/做了防作弊的处理，获得超过这个数量会宕机,是否可以右键使用,右键使用操作范围(1/100方块）,归属物品组【同一物品组，在作为制作或者修理素材时会视为同一物品】,"使用目标:0-放置或者不能用, 1-点击方块, 2-点击液体方块  3-点使用按钮,  4-使用弓, 5-使用食物，6-使用特技，7-仓库中使用，8-使用枪, 9-蓄力扔出，烟雾弹，手雷等,10-钩爪, 11-“微缩组合”道具，12-乐器，14-使用盾牌，15-使用timeline蓄力投出）",使用的脚本,使用的脚本2（同时使用两个脚本时填写）,发射器发射物品的脚本,附魔标记（1放上面 2放下面 3前两者都可以 0前两者都不可以）,材料级别（0木1皮2石3链4铁5钛合金6钻，6代表5条附魔 5代表3条附魔 4代表1条附魔）,附魔后道具ID,是否可以提取(0不能 1能 2只有房主),分数,冷却,道具功能,消耗饥饿度,手持特效,手持特效放大系数,UGC工具屏蔽（填0或空不屏蔽脚本调用，作者解锁了就能用。填1屏蔽脚本调用。填2屏蔽脚本、选择器调用，作者解锁也不能用）,给道具添加技能（可以添加多个，用 | 隔开）,3.0高级创造背包开放，11=地形，12=植物，13=建筑，14=装饰，15=星能，16=颜色，17=功能，18=机械，21=动物，22=怪物，23=人物（NPC），24=载具，31=装备，32=功能，33=食物，34=材料，35武器，36工具，41=功能，42=创造，43=功能对象 999=不展示并屏蔽使用功能,显示模型特效（prefab模型使用，0或不填=不显示，1=显示）,显示第一人称手模型(1=显示，0=不显示),新输入方式标识（0或不填为老单击、长按判断，1为新单击长按判断）,标签,豪华值
80180,虚空斧（3天）,,,,,,,,,,,,,,6,179,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun179,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80181,金喜鲤左轮（3天）,,,,,,,,,,,,,,6,180,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun180,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80182,双鲤爆缸重机枪（3天）,,,,,,,,,,,,,,6,181,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun181,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80183,金喜鲤鱼嘴狙击枪（3天）,,,,,,,,,,,,,,6,182,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun182,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80184,金鲤团圆斧（3天）,,,,,,,,,,,,,,6,183,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun183,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80185,喜鲤葫芦锤子（3天）,,,,,,,,,,,,,,6,184,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun184,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80186,喜鲤鳍剑（3天）,,,,,,,,,,,,,,6,185,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun185,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80187,甜圆鼓舞锤（3天）,,,,,,,,,,,,,,6,186,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun186,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80188,甜圆烟花冲锋枪（3天）,,,,,,,,,,,,,,6,187,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun187,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80189,甜圆疾风转轮（3天）,,,,,,,,,,,,,,6,188,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun188,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80190,预留,,,,,,,,,,,,,,6,189,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun189,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80191,预留,,,,,,,,,,,,,,6,190,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun190,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80192,预留,,,,,,,,,,,,,,6,191,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun191,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80193,海潮斩铁刃（3天）,,,,,,,,,,,,,,6,192,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun192,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80194,浪花铲梦（3天）,,,,,,,,,,,,,,6,193,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun193,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80195,海潮怒啸狙击枪（3天）,,,,,,,,,,,,,,6,194,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun194,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80196,海潮狂澜重机枪（3天）,,,,,,,,,,,,,,6,195,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun195,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80197,屠龙水墨斧（3天）,,,,,,,,,,,,,,6,196,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun196,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80198,猎鲨重炮（3天）,,,,,,,,,,,,,,6,197,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun197,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80199,钢鳍狙击（3天）,,,,,,,,,,,,,,6,198,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun198,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80200,鲨影利刃（3天）,,,,,,,,,,,,,,6,199,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun199,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80201,银霜利刃（3天）,,,,,,,,,,,,,,6,200,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun200,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80202,碧霞银霜锤（3天）,,,,,,,,,,,,,,6,201,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun201,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80203,寒霜碧狙击枪（3天）,,,,,,,,,,,,,,6,202,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun202,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80204,混合水果重机枪（3天）,,,,,,,,,,,,,,6,203,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun203,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80205,山竹左轮（3天）,,,,,,,,,,,,,,6,204,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun204,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80206,甜蜜果橙铲（3天）,,,,,,,,,,,,,,6,205,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun205,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80207,版本过低,,,,,,,,,,,,,,6,206,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun206,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80208,版本过低,,,,,,,,,,,,,,6,207,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun207,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80209,版本过低,,,,,,,,,,,,,,6,208,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun208,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80210,版本过低,,,,,,,,,,,,,,6,209,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun209,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80211,版本过低,,,,,,,,,,,,,,6,210,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun210,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80212,血锯破魂镐（3天）,,,,,,,,,,,,,,6,211,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun211,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80213,血锯斩魔斧（3天）,,,,,,,,,,,,,,6,212,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun212,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80214,血焰怒潮枪（3天）,,,,,,,,,,,,,,6,213,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun213,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80215,血影断魂剑（3天）,,,,,,,,,,,,,,6,214,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun214,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80216,远山青峰狙击枪（3天）,,,,,,,,,,,,,,6,215,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun215,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80217,远山青峰铲（3天）,,,,,,,,,,,,,,6,216,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun216,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80218,远山青峰剑影（3天）,,,,,,,,,,,,,,6,217,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun217,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80219,预留,,,,,,,,,,,,,,6,218,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun218,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80220,预留,,,,,,,,,,,,,,6,219,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun219,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80221,花野仙踪锤（3天）,,,,,,,,,,,,,,6,220,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun220,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80222,花野仙踪斧（3天）,,,,,,,,,,,,,,6,221,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun221,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80223,花野仙踪剑（3天）,,,,,,,,,,,,,,6,222,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun222,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80224,危险警告斧（3天）,,,,,,,,,,,,,,6,223,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun223,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80225,突袭冲锋枪（3天）,,,,,,,,,,,,,,6,224,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun224,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80226,狂潮重机枪（3天）,,,,,,,,,,,,,,6,225,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun225,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80227,病毒侵染斧（3天）,,,,,,,,,,,,,,6,226,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun226,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80228,橙汁狂欢锤（3天）,,,,,,,,,,,,,,6,227,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun227,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80229,紫葡冲锋枪（3天）,,,,,,,,,,,,,,6,228,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun228,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80230,绿糖重机枪（3天）,,,,,,,,,,,,,,6,229,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun229,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80231,彩绘冲锋枪（3天）,,,,,,,,,,,,,,6,230,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun230,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80232,削彩笔左轮（3天）,,,,,,,,,,,,,,6,231,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun231,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80233,评分狙击枪（3天）,,,,,,,,,,,,,,6,232,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun232,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80234,数学文具剑（3天）,,,,,,,,,,,,,,6,233,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun233,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80235,五仁月饼锤（3天）,,,,,,,,,,,,,,6,234,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun234,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80236,绝不空（3天）,,,,,,,,,,,,,,6,235,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun235,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80237,青龙怒吼锤（3天）,,,,,,,,,,,,,,6,236,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun236,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80238,祥云剪（3天）,,,,,,,,,,,,,,6,237,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun237,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80239,无限音浪枪（3天）,,,,,,,,,,,,,,6,238,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun238,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80240,破碎炎魂剑（3天）,,,,,,,,,,,,,,6,239,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun239,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80241,光剑（3天）,,,,,,,,,,,,,,6,240,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun240,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80242,粒子光刃（3天）,,,,,,,,,,,,,,6,241,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun241,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80243,水晶幻彩斧（3天）,,,,,,,,,,,,,,6,242,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun242,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80244,天蝎之怒（3天）,,,,,,,,,,,,,,6,243,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun243,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80245,蝎晶猎影（3天）,,,,,,,,,,,,,,6,244,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun244,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80246,暗影收割（3天）,,,,,,,,,,,,,,6,245,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun245,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80247,星弧掘金（3天）,,,,,,,,,,,,,,6,246,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun246,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80248,金曜圣斧（3天）,,,,,,,,,,,,,,6,247,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun247,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80249,神射之辉（3天）,,,,,,,,,,,,,,6,248,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun248,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80250,蛇麟伞（3天）,,,,,,,,,,,,,,6,249,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun249,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
80251,鳄鱼机关枪（3天）,,,,,,,,,,,,,,6,250,,5,,,,,,,,,21,0,,,,测试,,,,使用：获得该武器皮肤3天使用时间。如果已经永久解锁了该装扮，则获得一些迷你豆。,,gun250,,,,,0.6,0.6,,200,9999,0,5,,7,,,,,,,,,,,,,,,,,,,,,
