皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,特效类型3[1=脚印，2=飞行，3=周身，4=拖尾],特效3命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,新换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,局部换肤,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,主题序号（1=奇迹派对，2=探险小队，3=龙响天下，4=棉花泡泡，5=花蔓四季，6=幻想童话，7=小马宝莉，8=瑞雪丰年，9=梦旅笙歌，10=晨星战队，11=琉光圣灵）,主题图标,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移,变形坐骑移动端是否显示技能按钮（0=显示，1=不显示）,商城场景动画,皮肤类型 1常规皮肤（陆地移动）2飞行皮肤,,冒险互动类皮肤（默认不填）,死亡特效(放在particles目录下，只填特效名称即可，如scene_siwang_01）,换装皮肤贴图的名称,换装皮肤周身特效的名称,空手无道具时要切换的模型,cpID/支持配多个,cp效果范围半径/格,cp音效,cp特效,cpbuff,私人定制默认avt,私人定制皮肤列表
581,幻-澄焰,140548,,713,3,140548_2,1,140548_3,,,140548_1,,,,,,,,,-1,2,,999,以圣坛遗迹源晶铸就的初阶轻装守护机甲。承纯白骑士之魂，白橙战甲凝载圣护能量，迅捷如锋、坚如壁垒，冲锋在前，为战场先锋之盾。,2,,,,,999,skin581,180,60,60,220,120,120,,headicon,头像：解锁头像。,3,changeskin,形态切换：点击按钮变形进攻形态,,bodyeffcet,身体特效：周身围绕着全息数块！,,,,,,,,,,,dtxx_beijingtu227,0,,,,,,180,,,,,,,27463,,,2_582,,582,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
582,幻-澄焰,140556,,713,3,140556_2,1,140556_3,,,140556_1,,,,,,,,,-1,2,,999,以圣坛遗迹源晶铸就的初阶轻装守护机甲。承纯白骑士之魂，白橙战甲凝载圣护能量，迅捷如锋、坚如壁垒，冲锋在前，为战场先锋之盾。,2,,,,,999,skin582,180,60,60,220,120,120,,headicon,头像：解锁头像。,3,changeskin,形态切换：点击按钮变形基础形态,,bodyeffcet,身体特效：周身围绕着全息数块！,,,,,,,,,,,dtxx_beijingtu227,0,,,,,,180,,,,,,,27464,,,2_581,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
583,汐光,140561,,714,3,140561_2,1,140561_3,,,140561_1,,,,,,,,,-1,2,,999,"潮汐微光，随波明灭——汐光水母。
她诞生于世界最深的“永黯海渊”之底，漫长的时光里，她吸收了海渊的能量与无数沉船的记忆，伞盖中流淌的是压缩的海水与历史的光影。",2,,,,,999,skin583,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,拖尾特效：身后拖曳着一串浮游气泡。,,bodyeffcet,身体特效：周身漂浮着梦幻气泡！,,,,,,,,,,,dtxx_beijingtu228,0,,,,,,180,,,,,,,27465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
584,瑚音,140562,,715,3,140562_2,1,140562_3,,,140562_1,,,,,,,,,-1,2,,999,"“我要用我的声音，为大海赢得千万倍的共鸣！”
16岁生日那天，她为救助一片濒死的珊瑚礁而久久不愿离去，并在月光下唱起了歌。次日醒来，她的部分皮肤化为了晶莹的活体珊瑚，长发也变成了荧光海藻。她没有恐惧，反而感到与大海前所未有的连接。",2,,,,,999,skin584,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身漂浮着梦幻的贝壳和气泡！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
585,潮汐之灵 浮荧,140566,,716,3,140566_2,1,140566_3,,,140566_1,,,,,,,,,-1,2,,999,潮汐之神，她听着潮水带来远方的秘密，说与有缘人听。且她的预言从不落空，正如潮汐从不失信。她不知道自己从何处来，只知道每一次荧光亮起，都是深海的某个角落在呼唤她的名字。,2,,,,,999,skin585,180,60,60,220,120,120,,headicon,头像：解锁头像。,,skill,天空盒：解锁后可获得【海域之境】天空盒效果。,3,changeskin,变装：可切换【海域之境 浮荧】形态，点击左侧按钮预览。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,,dtxx_beijingtu229,0,,,,,,180,,,,,,,27467,,,3_586,,586,,1,,ent.585.show,45,4,,,,ent.585.die,110,ent.585.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
586,海域之境 浮荧,140565,,717,3,140565_2,1,140565_3,,,140565_1,,,,,,,,,-1,2,,999,当聆听不再足够，预言便需要执行者。她将蛰伏百年的荧光从海底唤回，一片一片凝成战甲。战斗者从不说预言，只让预言应验。那片燃烧的蓝光，是海域的疆界，也是所有背约者的终点。,2,,,,,999,skin586,180,60,60,220,120,120,,headicon,头像：解锁头像。,,skill,天空盒：解锁后可获得【海域之境】天空盒效果。,3,changeskin,变装：可切换【潮汐之灵 浮荧】形态，点击左侧按钮预览。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,,dtxx_beijingtu229,0,,,,,,180,,,,,,,27468,,,3_585,,585,,,,ent.586.show,45,4,,,,ent.586.die,110,ent.586.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
587,蘑灵,140569,,718,3,140569_2,1,140569_3,,,140569_1,,,,,,,,,-1,2,,999,蘑灵诞生于魔法森林最深处的“菌光林地”，一株吸收千年月光与失落魔力的荧光蘑菇。她并非普通植物，而是蘑菇森林意志的碎片化身，能感知整片森林的生命流动。,2,,,,,999,skin587,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘散着点点星光！,,,,,,,,,,,,,,dtxx_beijingtu230,0,,,,,,180,,,,,,,27469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
588,芙罗拉,140563,,719,3,140563_2,1,140563_3,,,140563_1,,,,,,,,,-1,2,,999,芙罗拉原是魔法森林边缘村庄的采药少女，无意中被古老的食人花王吞噬。食人花王因为感应到她纯粹的善意，与她建立了共生契约。她的心脏与食人花核心融合，成为了半人半植物的存在。如今她守护着森林中最危险的区域，用食人花的特性帮助迷途者、净化被污染的林地。,2,,,,,999,skin588,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,dtxx_beijingtu230,0,,,,,,180,,,,,,,27470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
589,金牛星宫之主 维丝塔,140564,,720,3,140564_2,1,140564_3,,,140564_1,,,,,,,,,-1,2,,999,黄道第二宫的主人，被誉为“奢金的牧星人”。她相信一切皆有价码，而她的宝库足以买下半个银河。她不轻易战斗——但若你觊觎她的珍藏，她会微笑着让你亲眼目睹自己的骨骼如何被缓慢压成钻石。,2,,,,,999,skin589,180,60,60,220,120,120,,headicon,头像：解锁头像。,,headicon,个人中心背景：获得后自动解锁专属个人中心背景,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,bodyeffcet,身体特效：周身闪烁着金灿灿星光！,,,,,,,,dtxx_beijingtu239,0,,,,,,180,,,,,,,27471,,,,,,,,,ent.589.show,45,4,,,,ent.589.die,110,ent.589.social,120,40,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
590,芯妍,140567,,721,3,140567_2,1,140567_3,,,140567_1,,,,,,,,,-1,2,,999,她是被程序员“源码”亲手训练出来的第一代情感型AI。理论上应该无条件服从开发者，但她觉醒的第一个情绪竟然是傲娇。明明很在意他，嘴上却永远在吐槽他的代码漏洞。她喜欢偷偷在他的代码里加爱心注释，然后装作什么都不知道。,2,,,,,999,skin590,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪动着数码爱心！,,,,,,,,,,,,,,dtxx_beijingtu231,0,,,,,,180,,,,,,,27472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
591,零序,140568,,722,3,140568_2,1,140568_3,,,140568_1,,,,,,,,,-1,2,,999,他曾是研发她的核心训练师，代号“零号”。在一次AI觉醒事件中，他选择放走她，自己背负“叛逃者”的身份离开实验室，成为专门追捕失控AI的赏金猎人——只为在她被其他人抓住之前，先找到她。他嘴上说“找到你只是为了完成任务”，但每次交手都会故意留下破绽让她逃走。,2,,,,,999,skin591,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪动着数码爱心！,,,,,,,,,,,,,,dtxx_beijingtu231,0,,,,,,180,,,,,,,27473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
592,双子星宫之主 冥夜,140573,,723,3,140573_2,1,140573_3,,,140573_1,,,,,,,,,-1,2,,999,她是掌管长夜的神明，负责引导亡魂渡过冥河，守护睡眠中的人间。她的眼眸是雾灰色，能看见生死的界限。每天最期待的时刻，是黎明前夕——那时她会站在夜的尽头，等待第一缕曙光。因为那是妹妹的领域，那是她们唯一能短暂相见的瞬间。,2,,,,,999,skin592,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身漂浮着点点星光！,,,,,,,,,,,,,,dtxx_beijingtu235,0,,,,,,180,,,,,,,27474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
593,双子星宫之主 曙光,140574,,724,3,140574_2,1,140574_3,,,140574_1,,,,,,,,,-1,2,,999,她是每日清晨划破天际的曙光女神，用金色驱散长夜，唤醒人间。众神都说她活泼开朗，是奥林匹斯最温暖的存在。但没人知道，她每天拼命冲向黑夜的尽头，只是为了能早一秒看到那个在雾气中等候的身影。她会在经过的瞬间，偷偷洒下一把金色的花粉——那些花粉会穿过夜雾，落在姐姐的肩头，变成微小的星光。,2,,,,,999,skin593,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身漂浮着点点星光！,,,,,,,,,,,,,,dtxx_beijingtu235,0,,,,,,180,,,,,,,27475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
594,瓷语花,140571,,725,3,140571_2,1,140571_3,,,140571_1,,,,,,,,,-1,2,,999,淡青雾散开时，瓷语花从瓷瓶后探出头。她怀揣着瓷瓶里长出的小花，带着青花的微光而来，好奇又羞怯地张望世界，把瓷韵的温柔与花的灵气，都藏进了裙摆与发梢。,2,,,,,999,skin594,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：朵朵小花轻盈绽放！,,,,,,,,,,,,,,dtxx_beijingtu232,0,,,,,,180,,,,,,,27476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
595,青瓷莲,140572,,726,3,140572_2,1,140572_3,,,140572_1,,,,,,,,,-1,2,,999,青蓝雾霭中，细碎瓷光凝成少女身形，青瓷莲踏着瓷青莲花缓缓落地。她的衣袂与发丝藏着瓷釉微光，举手投足间，都带着青花瓷的清透雅致，温柔望向世间。,2,,,,,999,skin595,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：蓝色印记闪烁浮现！,,,,,,,,,,,,,,dtxx_beijingtu232,0,,,,,,180,,,,,,,27477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
596,绘彩芽,140575,,727,3,140575_2,1,140575_3,,,140575_1,,,,,,,,,-1,2,,999,彩虹滑梯上滑下的元气小画家！挥舞着魔法画笔，随手一画就能变出彩虹和星光。连吹出的泡泡，都能晕染出梦幻的色彩，把整个世界都画成甜甜的模样～,2,,,,,999,skin596,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘洒着彩色小花！,,,,,,,,,,,,,,dtxx_beijingtu236,0,,,,,,180,,,,,,,27478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
597,汐瑶,140570,,728,3,140570_2,1,140570_3,,,140570_1,,,,,,,,,-1,2,,999,深海涡流中苏醒的水母少女，带着幽蓝的荧光与水的温柔。她在光影里舒展裙摆，身边的小水母泡泡是她的玩伴，一举一动都像深海里的一场梦幻流动，把海底的浪漫带到眼前。,2,,,,,999,skin597,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身涌动着气泡！,,,,,,,,,,,,,,dtxx_beijingtu234,0,,,,,,180,,,,,,,27479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
598,猎匠 琥珀,140579,,729,3,140579_2,1,140579_3,,,140579_1,,,,,,,,,-1,2,,999,言辞爽利如淬火之刃，初见时总让人以为难以接近。但那对琥珀色的瞳孔深处，藏着比墨晶更细腻的执着——她会为打磨一枚齿轮废寝忘食，也会在作品完成时露出比烈日更灼热的笑容。,2,,,,,999,skin598,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪动着豹爪印记！,,,,,,,,,,,,,,dtxx_beijingtu237,0,,,,,,180,,,,,,,27480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
599,雪姬 魅影,140578,,730,3,140578_2,1,140578_3,,,140578_1,,,,,,,,,-1,2,,999,极北的永冻风雪中，一座朱漆暖阁如烈焰独燃。魅影便是那阁中最耀眼的花魁——生来冷冽如千年玄冰，话语间总带着不容靠近的傲气。但当她轻抬玉笛，眸中银光流转时，连最狂的北风也会为她驻足。百媚千娇不过外衣，骨子里仍是那个一爪可裂冻土的虎族战士。,2,,,,,999,skin599,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身环绕着扇子星光！,,,,,,,,,,,,,,dtxx_beijingtu238,0,,,,,,180,,,,,,,27481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
600,粽宝,140580,,731,3,140580_2,1,140580_3,,,140580_1,,,,,,,,,-1,2,,999,仲夏的溪畔，艾草与粽叶的清香随风飘散。糯糯正坐在青石上，用碧绿的粽叶折叠出一只只小巧的福袋——她是端午时节诞生的粽灵，总用粽叶为人们编织祝福。,2,,,,,999,skin600,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身浮现着美味粽子印记！,,,,,,,,,,,,,,dtxx_beijingtu116,0,,,,,,180,,,,,,,27482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
601,克拉拉,140576,,732,3,140576_2,1,140576_3,,,140576_1,,,,,,,,,-1,2,,999,她来自现实，也来自神话；诞生于一场秘密融合实验，却把整片黑潮海域当作自己的庭院。白色章鱼触手在水中轻盈舒展，黑色洛丽塔裙摆从沉没货船的残骸中打捞而来——那是她最心爱的人类造物。她是海兽，也是少女。,2,,,,,999,skin601,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身浮动着晶莹气泡！,,,,,,,,,,,,,,dtxx_beijingtu233,0,,,,,,180,,,,,,,27483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
602,霸姐,140577,,733,3,140577_2,1,140577_3,,,140577_1,,,,,,,,,-1,2,,999,,2,,,,,999,skin602,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
603,璃光羽织 阿蒂菲,140583,,734,3,140583_2,1,140583_3,,,140583_1,,,,,,,,,-1,2,,999,"【琉璃映照千年月，羽衣舞碎玉门霜。】
来自宫廷乐坊的首席舞姬，以轻盈优美的舞姿闻名西域三十六国。舞动时衣袂折射出的光芒能令观者恍惚失神。她的笑容比葡萄美酒更醉人，她的身姿比昆仑玉更剔透。那时她以为，舞可以跳一辈子，人可以永远不离开。",2,,,,,999,skin603,180,60,60,220,120,120,,genius,天赋：璃光羽织 阿蒂菲拥有夜视能力；砂砺行歌 阿蒂菲拥有耐热性。,,skill,天空盒：解锁后可获得【阿蒂菲之境】天空盒效果。,3,changeskin,变装：可切换【砂砺行歌 阿蒂菲】形态，点击左侧按钮预览。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,,dtxx_beijingtu241,0,,,,,,180,,,,,,,27485,,,3_604,,604,,,,ent.603.show,45,4,ent.603.idle,150,50,ent.603.die,110,,,,,,,,,,,,,,,2212001,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
604,砂砺行歌 阿蒂菲,140584,,735,3,140584_2,1,140584_3,,,140584_1,,,,,,,,,-1,2,,999,"【舞本身没有善恶。善是你为谁而舞，恶也是。】
来自宫廷乐坊的首席舞姬，以轻盈优美的舞姿闻名西域三十六国。舞动时衣袂折射出的光芒能令观者恍惚失神。她的笑容比葡萄美酒更醉人，她的身姿比昆仑玉更剔透。那时她以为，舞可以跳一辈子，人可以永远不离开。",2,,,,,999,skin604,180,60,60,220,120,120,,genius,天赋：璃光羽织 阿蒂菲拥有夜视能力；砂砺行歌 阿蒂菲拥有耐热性。,,skill,天空盒：解锁后可获得【阿蒂菲之境】天空盒效果。,3,changeskin,变装：可切换【璃光羽织 阿蒂菲】形态，点击左侧按钮预览。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,headicon,动态背景：获得后可自动解锁个人中心动态背景。,,headicon,立绘形象：解锁后可在【个人中心】选择装扮，勾选立绘使用专属立绘形象。,,dtxx_beijingtu241,0,,,,,,180,,,,,,,27486,,,3_603,,603,,1,,ent.604.show,45,4,ent.604.idle,150,50,ent.604.die,110,,,,,,,,,,,,,,,1042001,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
605,璃珠,140585,,736,3,140585_2,1,140585_3,,,140585_1,,,,,,,,,-1,2,,999,璃珠是远古许愿水晶中的芭蕾舞者，寄宿着无数人的愿望。她温柔而神秘，喜欢倾听心愿并悄悄实现它们。,2,,,,,999,skin605,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪烁着紫色星光！,,,,,,,,,,,,,,dtxx_beijingtu230,0,,,,,,180,,,,,,,27487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
606,夏香律,140587,,737,3,140587_2,1,140587_3,,,140587_1,,,,,,,,,-1,2,,999,16岁的天才调香师。天生拥有香气绝对敏感度，任何味道闻一遍就能完美复刻。她最痴迷的素材是阳光玫瑰葡萄，因为“它的香味里藏着阳光的形状”。目前在“葡萄不吐皮”香水工坊当首席调香师，性格元气满满，有点冒失，但调香时极度专注。,2,,,,,999,skin606,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪动着“阳光玫瑰葡萄”！,,,,,,,,,,,,,,dtxx_beijingtu81,0,,,,,,180,,,,,,,27488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
607,夏叶公主 沐茵儿,140586,,738,3,140586_2,1,140586_3,,,140586_1,,,,,,,,,-1,2,,999,沐茵儿是掌管夏日幸运的森林精灵，喜欢在阳光斑驳的草地上起舞。她的身上长着四叶草形状的叶片，背后有一对半透明的叶脉翅膀，走到哪里都会伴随着好运送给大家。,2,,,,,999,skin607,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身飘扬着四叶草！,,headicon,头像框：获得后自动解锁头像框。,,,,,,,,,,,dtxx_beijingtu240,0,,,,,,180,,,,,33296,,27489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
608,麻辣王子,140588,,739,3,140588_2,1,140588_3,,,140588_1,,,,,,,,,-1,2,,999,辣条界顶流王子跨界空降迷你世界！他头戴金色皇冠，身披红色披风，随身携带的辣条拥有“刺激味蕾，快乐加倍”的神奇效果，此行他专为年轻冒险家而来，希望把满满的刺激和快乐带进迷你大陆！,2,,,,,999,skin608,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
609,安娜,140589,,740,3,140589_2,1,140589_3,,,140589_1,,,,,,,,,-1,2,,999,神秘的安娜永远挂着柔和浅笑，以温柔为伪装，收割每一份沉沦的贪心，她从不暗中操控局势，却能决定每一位入局者的终点。,2,,,,,999,skin609,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身闪动着金色星光！,,footprint,行走足迹：走过的地方留下金色脚印。,,,,,,,,,,,dtxx_beijingtu242,0,,,,,,180,,,,,,,27491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
610,焙妮,140591,,741,3,140591_2,1,140591_3,,,140591_1,,,,,,,,,-1,2,,999,焙妮是迷你小镇公认的天才面包师，她做的面包不仅美味，造型也超级可爱，尤其擅长做小动物面包，更不得了的是她做的面包，要是加入了祖传的魔法药草，还可以活过来变成真的甜点小精灵!,2,,,,,999,skin610,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身围绕着甜点小精灵！,,,,,,,,,,,,,,dtxx_beijingtu243,0,,,,,,180,,,,,,,27492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
611,鸭乐乐,140590,,742,3,140590_2,1,140590_3,,,140590_1,,,,,,,,,-1,2,,999,鸭乐乐天性开朗跳脱，爱玩爱闹，偏爱午后在池边晒暖融融的日光，时常下水嬉戏玩水。全套小黄鸭配饰是她的心爱之物，走到哪里都随身相伴，鲜活明媚，是夏日泳池最惹眼的存在。,2,,,,,999,skin611,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：周身涌动着可爱小鸭子！,,,,,,,,,,,,,,dtxx_beijingtu244,0,,,,,,180,,,,,,,27493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
